latitude,longitude,photocount,marker_title
40.793474,-73.937956,1,
40.794255,-73.940555,3,
40.797681,-73.968467,1,
40.806696,-73.934916,1,
40.807597,-73.964960,2,
40.809630,-73.928128,2,
40.820472,-73.901254,2,
40.824586,-73.943519,1,
40.837200,-73.874669,17,
40.846944,-73.928056,40,
40.858714,-73.855952,1,
40.861380,-73.910205,1,
40.619657,-73.940708,1,
40.692790,-73.982997,3,
40.701651,-74.011782,1,
40.705998,-74.010458,1,
40.708344,-74.008970,1,
40.710524,-73.771230,3,
40.710769,-73.983253,3,
40.711630,-74.009165,1,
40.714378,-73.997792,15,
40.715565,-73.992640,1,
40.715846,-73.997698,1,
40.718441,-73.843362,1,
40.720378,-73.987934,1,
40.723710,-74.008951,1,
40.727101,-74.009731,3,
40.730735,-73.977060,2,
40.731891,-74.000166,1,
40.732490,-73.975772,2,
40.740461,-73.976335,2,
40.744086,-73.974991,1,
40.744712,-73.986728,1,
40.749590,-73.987261,1,
40.752139,-73.741397,2,
40.753982,-73.984127,4,
40.761434,-73.972373,1,
40.765065,-73.969687,1,
40.765757,-73.980536,1,
40.770418,-73.964914,1,
40.774113,-73.982720,1,
40.775697,-73.959888,1,
40.775859,-73.961065,1,
40.785670,-73.948277,2,
40.787980,-73.955207,1,
40.798966,-73.960727,1,
40.805904,-73.955828,2,
40.807801,-73.958782,1,
40.810230,-73.906890,2,
40.818769,-73.952730,2,
40.826669,-73.946130,1,
40.831396,-73.902234,1,
40.849104,-73.931341,3,
40.850480,-73.899265,2,
40.611952,-74.031860,1,100th St & Fort Hamilton Pkwy
40.685994,-73.839916,1,101st Ave & 103rd St
40.681267,-73.839529,1,101st St & Liberty Ave
40.712942,-73.745236,1,102nd Ave & 213th St
40.714023,-73.735664,1,102nd Ave & Springfield Blvd
40.744281,-73.861777,16,102nd St & Corona Ave
40.757483,-73.866545,1,102nd St & Northern Blvd
40.759478,-73.866012,1,103rd St & 32nd Ave
40.752257,-73.862933,2,104th St & 37th Dr
40.749307,-73.861407,1,104th St & 41st Ave
40.744031,-73.858681,2,104th St & Corona Ave
40.744922,-73.859149,4,104th St & Nicolls Ave
40.729622,-73.847895,7,108th St & 66th Rd
40.684847,-73.813367,3,109th Ave & 130th St
40.693786,-73.792892,2,109th Ave & 159th St
40.695326,-73.789272,1,109th Ave & 164th St
40.691941,-73.798262,2,109th Ave & Sutphin Blvd
40.703865,-73.765064,3,109th Rd & 191st St
40.704750,-73.763473,2,109th Rd & 194th St
40.791300,-73.820195,2,10th Ave & 147th St
40.641831,-73.995803,1,10th Ave & 44th St
40.632833,-74.005153,4,10th Ave & 60th St
40.624279,-74.014046,1,10th Ave & 75th St
40.858968,-73.922869,7,10th Ave & Dyckman St
40.866844,-73.917233,2,10th Ave & Sherman Ave
40.741411,-74.008790,7,10th Ave & W 13th St
40.742118,-74.008215,15,10th Ave & W 14th St
40.742827,-74.007735,8,10th Ave & W 15th St
40.743465,-74.007255,10,10th Ave & W 16th St
40.744061,-74.006811,14,10th Ave & W 17th St
40.744656,-74.006379,13,10th Ave & W 18th St
40.745234,-74.005951,8,10th Ave & W 19th St
40.745818,-74.005532,9,10th Ave & W 20th St
40.868317,-73.916162,5,10th Ave & W 213th St
40.871215,-73.914021,3,10th Ave & W 218th St
40.747018,-74.004663,9,10th Ave & W 22nd St
40.747690,-74.004168,28,10th Ave & W 23rd St
40.748355,-74.003684,20,10th Ave & W 24th St
40.749586,-74.002808,22,10th Ave & W 26th St
40.751441,-74.001445,19,10th Ave & W 29th St
40.755256,-73.998668,10,10th Ave & W 35th St
40.758949,-73.995945,12,10th Ave & W 41st St
40.759650,-73.995474,8,10th Ave & W 42nd St
40.761558,-73.994058,1,10th Ave & W 45th St
40.762813,-73.993141,2,10th Ave & W 47th St
40.766556,-73.990423,6,10th Ave & W 53rd St
40.769119,-73.988559,2,10th Ave & W 57th St
40.708309,-73.738553,1,110th Ave & Springfield Blvd
40.691926,-73.835822,1,110th St & Atlantic Ave
40.684039,-73.808880,1,111th Ave & 134th St
40.706437,-73.747234,9,111th Ave & 209th Pl
40.748874,-73.854443,4,111th St & 44th Ave
40.748176,-73.853987,8,111th St & 46th Ave
40.746872,-73.853149,1,111th St & 48th Ave
40.744866,-73.852158,4,111th St & 51st Ave
40.743532,-73.851468,4,111th St & 53rd Ave
40.742205,-73.850786,4,111th St & 55th Ave
40.741540,-73.850443,1,111th St & 56th Ave
40.694426,-73.835988,1,111th St & 91st Ave
40.692200,-73.834878,1,111th St & Atlantic Ave
40.704614,-73.740150,1,112th Rd & Springfield Blvd
40.784558,-73.855013,1,112th St & 14th Rd
40.702681,-73.740706,2,113th Dr & Springfield Blvd
40.717291,-73.832071,5,113th Pl & 77th Ave
40.716260,-73.830728,2,113th Pl & Grand Central Pkwy
40.721701,-73.835968,3,113th Pl & Pedestrian Opas
40.717805,-73.834104,3,113th St & 76th Rd
40.754154,-73.853419,5,114th St & 38th Ave
40.750518,-73.851562,2,114th St & 43rd Ave
40.693650,-73.832537,1,114th St & 93rd Ave
40.692963,-73.832196,5,114th St & Atlantic Ave
40.752518,-73.852596,6,114th St & Roosevelt Ave
40.701186,-73.741397,2,115th Ave & 114th Rd
40.679525,-73.810756,1,115th Ave & 130th St
40.699637,-73.742227,1,115th Rd & Springfield Blvd
40.788637,-73.852134,1,115th St & 10th Ave
40.688384,-73.776576,1,116th Ave & Merrick Blvd
40.697889,-73.742959,3,116th Ave & Springfield Blvd
40.693278,-73.830501,1,116th St & Atlantic Ave
40.690946,-73.762260,2,117th Rd & Farmers Blvd
40.785839,-73.850424,2,117th St & 14th Ave
40.693518,-73.829669,2,117th St & Atlantic Ave
40.699554,-73.832455,3,117th St & Jamaica Ave
40.685916,-73.825943,1,117th St & Liberty Ave
40.700099,-73.832674,1,117th St & Myrtle Ave
40.693896,-73.828925,1,118th St & Atlantic Ave
40.688234,-73.761963,2,119th Ave & Farmers Blvd
40.689946,-73.825988,1,119th St & 101st Ave
40.785899,-73.848650,2,119th St & 14th Ave
40.702783,-73.832137,1,119th St & 85th Ave
40.694138,-73.828042,3,119th St & Atlantic Ave
40.701386,-73.831518,5,119th St & Hillside Ave
40.699984,-73.830994,4,119th St & Jamaica Ave
40.789107,-73.825092,3,11th Ave & 144th St
40.755800,-74.001976,28,11th Ave & W 34th St
40.756459,-74.001521,37,11th Ave & W 35th St
40.757683,-74.000590,14,11th Ave & W 37th St
40.758311,-74.000143,11,11th Ave & W 38th St
40.759532,-73.999242,8,11th Ave & W 40th St
40.760848,-73.998323,19,11th Ave & W 42nd St
40.762134,-73.997388,16,11th Ave & W 44th St
40.762766,-73.996927,9,11th Ave & W 45th St
40.764627,-73.995565,4,11th Ave & W 48th St
40.765890,-73.994661,10,11th Ave & W 50th St
40.767130,-73.993723,6,11th Ave & W 52nd St
40.767777,-73.993257,4,11th Ave & W 53rd St
40.769035,-73.992353,8,11th Ave & W 55th St
40.657514,-73.976154,1,11th Ave & Windsor Pl
40.667976,-73.987308,4,11th St & 5th Ave
40.758126,-74.003544,3,12 Ave & 36th
40.703028,-73.831244,2,120th St & 85th Ave
40.701611,-73.830624,1,120th St & Hillside Ave
40.700224,-73.830031,1,120th St & Jamaica Ave
40.689760,-73.747355,1,121st Ave & Springfield Blvd
40.700388,-73.829112,2,121st St & Jamaica Ave
40.677723,-73.816985,3,122nd St & 115th Ave
40.700538,-73.828202,5,122nd St & Jamaica Ave
40.781668,-73.844111,1,124th St & 20th Ave
40.780856,-73.844142,2,124th St & 21st Ave
40.682344,-73.767208,1,125th Ave & Merrick Blvd
40.784691,-73.843053,1,125th St & 15th Ave
40.778601,-73.843384,1,125th St & 23rd Ave
40.700971,-73.825674,1,125th St & Jamaica Ave
40.688105,-73.819335,1,125th St & Liberty Ave
40.783235,-73.842228,2,126th St & 18th Ave
40.701205,-73.824774,5,126th St & Jamaica Ave
40.781674,-73.841394,1,127th St & 20th Ave
40.701429,-73.823923,14,127th St & Jamaica Ave
40.684500,-73.814268,2,128th St & 109th Ave
40.781675,-73.840501,1,128th St & 20th Ave
40.785594,-73.839355,1,129th St & 14th Ave
40.625455,-74.005655,2,12th Ave & 68th St
40.818154,-73.960471,2,12th Ave & W 130th St
40.761284,-74.001974,3,12th Ave & W 41st St
40.763786,-73.999344,5,12th Ave & W 45th St
40.766220,-73.997342,10,12th Ave & W 49th St
40.769465,-73.994992,10,12th Ave & W 54th St
40.769863,-73.994340,12,12th Ave & W 55th St
40.790873,-73.807426,1,12th Rd & 154th St
40.775178,-73.929062,2,12th St & 26th Ave
40.773591,-73.929875,5,12th St & 27th Ave
40.669660,-73.992529,3,12th St & 3rd Ave
40.668582,-73.990291,1,12th St & 4th Ave
40.667373,-73.987810,5,12th St & 5th Ave
40.683729,-73.751213,1,131st Ave & Springfield Blvd
40.678281,-73.762345,2,132nd Ave & Farmers Blvd
40.671601,-73.784596,3,132nd Ave & Rockaway Blvd
40.672181,-73.819389,3,133rd Ave & 120th St
40.702237,-73.819631,1,133rd St & Jamaica Ave
40.670074,-73.783047,2,134th Ave & Rockaway Blvd
40.668554,-73.809861,8,135th Ave & 130th St
40.667664,-73.807146,3,135th Ave & 132nd St
40.670498,-73.820511,1,135th Ave & Hawtree Creek Rd
40.678807,-73.754042,1,135th Ave & Springfield Blvd
40.669618,-73.736207,2,137th Ave & Brookville Blvd
40.676622,-73.755438,2,137th Ave & Springfield Blvd
40.700965,-73.814223,6,138th St & 90th Ave
40.673370,-73.756249,1,139th Ave & Springfield Blvd
40.701460,-73.812505,2,139th St & 90th Ave
40.700279,-73.811932,1,139th St & 91st Ave
40.630549,-73.996778,2,13th Ave & 57th St
40.763902,-73.936253,3,13th St & 34th Ave
40.669057,-73.993040,4,13th St & 3rd Ave
40.667916,-73.990662,1,13th St & 4th Ave
40.666776,-73.988318,3,13th St & 5th Ave
40.672693,-73.758239,1,140th Ave & Coombs St
40.667976,-73.798128,1,140th St & 135th Ave
40.710932,-73.813545,2,143rd St & 84th Dr
40.699588,-73.810606,1,143rd St & Archer Ave
40.775963,-73.825839,1,143rd St & Willets Point Blvd
40.667505,-73.760056,2,144th Ave & 184th St
40.788820,-73.822180,1,144th Pl & 145th Pl
40.678250,-73.795747,2,145th St & 119th Ave
40.658169,-73.744946,1,146th Ave & Brookville Blvd
40.657743,-73.749997,1,147th Ave & 231st St
40.693637,-73.804631,2,147th St & 106th Ave
40.788496,-73.819081,1,147th St & 13th Ave
40.763702,-73.819110,1,147th St & 38th Ave
40.765186,-73.819445,7,147th St & Northern Blvd
40.759772,-73.817284,4,147th St & Sanford Ave
40.663446,-73.792011,10,148th St & 147th Ave
40.701788,-73.806338,8,148th St & Jamaica Ave
40.787152,-73.816175,5,149th St & 15th Ave
40.785756,-73.816368,1,149th St & 15th Dr
40.786465,-73.816271,1,149th St & 15th Rd
40.701879,-73.805512,6,149th St & Jamaica Ave
40.785872,-73.849546,2,14th Ave & 118th St
40.785840,-73.846623,5,14th Ave & 121st St
40.785337,-73.843893,2,14th Ave & 124th St
40.785370,-73.840283,2,14th Ave & 128th St
40.786652,-73.826346,5,14th Ave & 143rd St
40.786792,-73.823340,2,14th Ave & 144th Pl
40.787229,-73.820639,1,14th Ave & 146th St
40.787674,-73.818747,1,14th Ave & 147th St
40.615015,-74.009341,5,14th Ave & 82nd St
40.788008,-73.817381,3,14th Ave & Cross Island Pkwy
40.786847,-73.822328,2,14th Ave & Parsons Blvd
40.774899,-73.928192,4,14th St & 26th Ave
40.773390,-73.928988,5,14th St & 27th Ave
40.669595,-73.995896,2,14th St & 2nd Ave
40.668455,-73.993538,7,14th St & 3rd Ave
40.665028,-73.986450,1,14th St & 6th Ave
40.665091,-73.811941,2,150th Ave & 129th St
40.664924,-73.810991,1,150th Ave & 130th St
40.661550,-73.792604,4,150th Ave & 150th St
40.787922,-73.812228,2,150th Pl & 14th Rd
40.791474,-73.814853,2,150th St & 11th Ave
40.790717,-73.814559,1,150th St & 12th Ave
40.788835,-73.813803,2,150th St & 14th Ave
40.795773,-73.816887,2,150th St & 6th Ave
40.671308,-73.788473,2,150th St & Sutter Ave
40.776990,-73.814794,1,150th St & Willets Point Blvd
40.795876,-73.811766,1,151st Pl & 6th Rd
40.707215,-73.804491,1,153rd St & Hillside Ave
40.793006,-73.807135,1,154th St & 10th Ave
40.792295,-73.807226,1,154th St & 11th Ave
40.762977,-73.810231,13,155th St & 41st Ave
40.702120,-73.798874,2,159th St & Beaver Rd
40.700625,-73.797851,1,159th St & Evans Rd
40.700245,-73.797582,2,159th St & Liberty Ave
40.664998,-73.778473,1,159th St & Rockaway Blvd
40.612564,-74.008317,10,15th Ave & 84th St
40.784187,-73.845821,1,15th Ave & College Point Blvd
40.784917,-73.796726,1,15th Dr & 166th St
40.669003,-73.996574,8,15th St & 2nd Ave
40.666781,-73.991804,3,15th St & 4th Ave
40.665572,-73.989314,2,15th St & 5th Ave
40.705177,-73.800045,1,160th St & 90th Ave
40.702776,-73.798412,4,160th St & Archer Ave
40.703740,-73.799138,7,160th St & Jamaica Ave
40.700565,-73.796799,4,160th St & Liberty Ave
40.706377,-73.799966,1,161st St & 89th Ave
40.705408,-73.799385,1,161st St & 90th Ave
40.708196,-73.801077,3,161st St & Hillside Ave
40.762189,-73.803731,2,162nd St & Northern Blvd
40.705153,-73.795692,14,164th St & Jamaica Ave
40.705460,-73.794894,6,165th St & Jamaica Ave
40.718366,-73.800446,2,166th St & 82nd Rd
40.709539,-73.796402,19,166th St & Hillside Ave
40.696910,-73.787010,1,167th St & 108th Dr
40.718711,-73.798470,3,168th St & 82nd Rd
40.708612,-73.793926,1,168th St & 89th Ave
40.707771,-73.793401,5,168th St & 90th Ave
40.707153,-73.792993,1,168th St & 91st Ave
40.703682,-73.790878,3,168th St & Douglas Ave
40.710022,-73.794743,1,168th St & Hillside Ave
40.702654,-73.790537,1,168th St & Liberty Ave
40.722991,-73.800203,1,168th St & Union Tpke
40.709226,-73.792166,1,169th St & 89th Ave
40.710690,-73.793042,1,169th St & Hillside Ave
40.624855,-73.991944,1,16th Ave & 60th St
40.621994,-73.994920,1,16th Ave & 65th St
40.614035,-74.003196,1,16th Ave & 79th St
40.611322,-74.006022,12,16th Ave & 84th St
40.666097,-73.992141,1,16th St & 4th Ave
40.664971,-73.989822,5,16th St & 5th Ave
40.667945,-73.995826,4,16th St & Hamilton Ave
40.736544,-73.799214,1,170th St & 65th Ave
40.705493,-73.788846,3,170th St & 93rd Ave
40.704243,-73.788332,2,170th St & Douglas Ave
40.707849,-73.786718,2,173rd St & Jamaica Ave
40.692116,-73.777306,2,173rd St & Linden Blvd
40.704974,-73.784484,2,175th St & Douglas Ave
40.708135,-73.781824,5,179th Pl & Jamaica Ave
40.616546,-73.996589,1,17th Ave & 72nd St
40.609969,-74.003425,2,17th Ave & 84th St
40.603861,-74.009780,7,17th Ave & Cropsey Ave
40.664913,-73.993274,3,17th St & 4th Ave
40.731339,-73.788175,1,182nd St & 73rd Ave
40.731629,-73.787314,6,183rd St & 73rd Ave
40.667352,-73.759121,1,185th St & 144th Ave
40.732316,-73.785662,1,185th St & 73rd Ave
40.710271,-73.771711,10,187th Pl & Jamaica Ave
40.733117,-73.783016,3,188th St & 73rd Ave
40.710845,-73.770690,1,188th St & Jamaica Ave
40.719128,-73.775522,2,188th St & Soho Dr
40.783217,-73.846765,2,18th Ave & 121st St
40.783225,-73.844915,1,18th Ave & 123rd St
40.783236,-73.841306,8,18th Ave & 127th St
40.626050,-73.983261,1,18th Ave & 53rd St
40.624895,-73.984401,1,18th Ave & 55th St
40.622022,-73.987257,9,18th Ave & 60th St
40.618523,-73.990795,1,18th Ave & 66th St
40.617391,-73.991935,2,18th Ave & 68th St
40.611084,-73.998313,1,18th Ave & 79th St
40.609386,-74.000021,11,18th Ave & 82nd St
40.608344,-74.001309,16,18th Ave & 84th St
40.605568,-74.004425,2,18th Ave & Benson Ave
40.630823,-73.977006,2,18th Ave & McDonald Ave
40.605075,-74.004934,1,18th Ave & Rutherford Pl
40.772839,-73.927454,2,18th St & 27th Ave
40.665516,-73.995795,15,18th St & 3rd Ave
40.664456,-73.994022,1,18th St & 4th Ave
40.661700,-73.989473,1,18th St & 6th Ave
40.715985,-73.771118,1,191st St & Hillside Ave
40.757838,-73.789429,3,192nd St & Northern Blvd
40.713124,-73.767440,2,193rd St & Jamaica Ave
40.713277,-73.763958,3,196th St & Jamaica Ave
40.757912,-73.785654,1,196th St & Northern Blvd
40.685678,-73.750309,1,197th St & Springfield Blvd
40.773339,-73.890698,10,19th Ave & 19th Rd
40.777759,-73.898707,2,19th Ave & 41st St
40.776753,-73.897283,4,19th Ave & 43rd St
40.776247,-73.896568,6,19th Ave & 45th St
40.775251,-73.895127,6,19th Ave & 47th St
40.625766,-73.979837,1,19th Ave & 51st St
40.611020,-73.995171,2,19th Ave & 77th St
40.773057,-73.889427,3,19th Ave & 81st St
40.772394,-73.891263,31,19th Dr & 79th St
40.772964,-73.892315,3,19th Rd & 78th St
40.777422,-73.922656,3,19th St & 24th Ave
40.664947,-73.996347,5,19th St & 3rd Ave
40.663872,-73.994579,1,19th St & 4th Ave
40.662469,-73.992255,1,19th St & 5th Ave
40.661141,-73.990057,1,19th St & 6th Ave
40.659816,-73.987840,3,19th St & 7th Ave
40.751840,-73.967472,12,1st Ave & 1st Avenue Tunl
40.785812,-73.942853,8,1st Ave & E 100th St
40.786448,-73.942387,3,1st Ave & E 101st St
40.787070,-73.941917,8,1st Ave & E 102nd St
40.787697,-73.941466,11,1st Ave & E 103rd St
40.788331,-73.941012,9,1st Ave & E 104th St
40.788955,-73.940560,8,1st Ave & E 105th St
40.789631,-73.940059,70,1st Ave & E 106th St
40.790309,-73.939577,4,1st Ave & E 107 St
40.790916,-73.939133,9,1st Ave & E 108th St
40.728749,-73.984452,2,1st Ave & E 10th St
40.792821,-73.937734,9,1st Ave & E 111th St
40.793454,-73.937267,18,1st Ave & E 112th St
40.797310,-73.934456,2,1st Ave & E 118th St
40.729353,-73.984012,17,1st Ave & E 11th St
40.802521,-73.930846,10,1st Ave & E 126th St
40.731330,-73.982576,10,1st Ave & E 14th St
40.723122,-73.988494,35,1st Ave & E 1st St
40.736884,-73.978526,18,1st Ave & E 23rd St
40.737544,-73.978054,10,1st Ave & E 24th St
40.738157,-73.977598,15,1st Ave & E 25th St
40.738779,-73.977155,10,1st Ave & E 26th St
40.739396,-73.976695,9,1st Ave & E 27th St
40.740015,-73.976246,2,1st Ave & E 28th St
40.740627,-73.975799,13,1st Ave & E 29th St
40.741269,-73.975340,7,1st Ave & E 30th St
40.743095,-73.974015,8,1st Ave & E 33rd St
40.744452,-73.973025,15,1st Ave & E 35th St
40.750789,-73.968398,7,1st Ave & E 45th St
40.753295,-73.966572,7,1st Ave & E 49th St
40.755129,-73.965243,4,1st Ave & E 52nd St
40.755755,-73.964789,6,1st Ave & E 53rd St
40.757013,-73.963871,2,1st Ave & E 55th St
40.757647,-73.963415,6,1st Ave & E 56th St
40.725766,-73.986626,9,1st Ave & E 5th St
40.760243,-73.961511,9,1st Ave & E 60th St
40.762120,-73.960128,1,1st Ave & E 63rd St
40.763368,-73.959240,1,1st Ave & E 65th St
40.765245,-73.957861,3,1st Ave & E 68th St
40.765874,-73.957396,2,1st Ave & E 69th St
40.726375,-73.986171,2,1st Ave & E 6th St
40.767801,-73.955998,8,1st Ave & E 72nd St
40.769751,-73.954590,8,1st Ave & E 75th St
40.770400,-73.954091,4,1st Ave & E 76th St
40.726961,-73.985753,2,1st Ave & E 7th St
40.773592,-73.951762,2,1st Ave & E 81st St
40.774298,-73.951262,13,1st Ave & E 82nd St
40.776876,-73.949374,1,1st Ave & E 86th St
